id,created_date,destination,error_message,event_id,event_id_type,event_type,event_version,exception_category,exception_sub_category,exception_type,host,is_active,messaging_platform_type,raising_system,source_system,status,times_replayed,updated_date,updated_by,comment,trace,payload,exception_id,remarks
38,2025-10-09T11:11:17.781918,trade-validation-topic,Cannot invoke trade.quantity on null object,EVT-0038,UUID,MODIFY,2,VALIDATION,NULL_VALUE,java.lang.NullPointerException,trade-service-3.prod.internal,False,KAFKA,trade-validation-service,MUREX,CLOSED,6,2025-10-10T01:11:17.781918,system-auto,,"java.lang.NullPointerException: Cannot invoke trade.quantity on null object
	at com.trading.validation.TradeValidator.validate(TradeValidator.java:45)
	at com.trading.service.TradeService.processTrade(TradeService.java:67)
	at com.trading.kafka.MessageHandler.handleMessage(MessageHandler.java:34)
	at com.trading.kafka.KafkaConsumer.poll(KafkaConsumer.java:89)
... 5 more",{},72a328c7-aed9-4938-a7d2-650de0cf0894,Added defensive null checks in parameter validation.
39,2025-09-09T04:11:17.781918,trade-validation-topic,Cannot deserialize JSON - unexpected token,EVT-0039,UUID,CANCEL,1,VALIDATION,INVALID_FORMAT,com.fasterxml.jackson.core.JsonParseException,trade-service-5.prod.internal,False,KAFKA,trade-validation-service,ATLAS,CLOSED,9,2025-09-10T18:11:17.781918,system-auto,,"com.fasterxml.jackson.core.JsonParseException: Cannot deserialize JSON - unexpected token
	at com.trading.parser.TradeFieldParser.parseFields(TradeFieldParser.java:78)
	at com.trading.service.TradeIngestionService.ingest(TradeIngestionService.java:45)
	at com.trading.kafka.MessageDeserializer.deserialize(MessageDeserializer.java:67)
... 13 more",{},fcf2b328-50b2-471a-8dd7-c8e7f211fec0,Updated parser to handle additional JSON formats from upstream.
40,2025-09-20T12:11:17.781918,trade-ingestion-topic,Connection to database timed out after 10000ms,EVT-0040,UUID,CANCEL,1,INFRASTRUCTURE,TIMEOUT,java.sql.SQLTimeoutException,trade-service-1.prod.internal,True,KAFKA,trade-consumer-service,BLOOMBERG,OPEN,8,2025-09-21T10:11:17.781918,dev-team,Investigating,"java.sql.SQLTimeoutException: Connection to database timed out after 10000ms
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:197)
	at com.trading.repository.TradeRepository.findById(TradeRepository.java:45)
	at com.trading.service.TradeService.getTrade(TradeService.java:89)
	at com.trading.controller.TradeController.getTradeById(TradeController.java:34)",{},1b55b00e-b443-40d2-856a-4b06e9bf13b4,
41,2025-09-22T16:11:17.781918,trade-processing-topic,OutOfMemoryError: unable to allocate 4194304 bytes,EVT-0041,UUID,MODIFY,3,INFRASTRUCTURE,MEMORY,java.lang.OutOfMemoryError,trade-service-3.prod.internal,True,KAFKA,trade-validation-service,BLOOMBERG,OPEN,15,2025-09-23T16:11:17.781918,system-auto,Investigating,"java.lang.OutOfMemoryError: OutOfMemoryError: unable to allocate 4194304 bytes
	at com.trading.parser.TradeFieldParser.parseFields(TradeFieldParser.java:78)
	at com.trading.service.TradeIngestionService.ingest(TradeIngestionService.java:45)
	at com.trading.kafka.MessageDeserializer.deserialize(MessageDeserializer.java:67)",{},b0a99fc2-8bcb-49bd-a179-5b7b0251253c,
42,2025-10-11T00:11:17.781918,trade-processing-topic,Class cast exception: Long cannot be converted to Double,EVT-0042,UUID,CANCEL,3,VALIDATION,TYPE_MISMATCH,java.lang.ClassCastException,trade-service-1.prod.internal,False,KAFKA,trade-consumer-service,ATLAS,CLOSED,6,2025-10-12T19:11:17.781918,system-auto,,"java.lang.ClassCastException: Class cast exception: Long cannot be converted to Double
	at com.trading.transformer.TradeTransformer.transform(TradeTransformer.java:89)
	at com.trading.service.TradeService.transformTrade(TradeService.java:123)
	at com.trading.processor.TradeProcessor.process(TradeProcessor.java:45)",{},0ee81641-85bb-4900-a1f1-25059009557c,Added type checking before cast. Reject messages with incompatible types.
43,2025-08-18T21:11:17.781918,trade-processing-topic,Kafka broker not available - timeout after 60000ms,EVT-0043,UUID,NEW,1,INFRASTRUCTURE,NETWORK,org.apache.kafka.common.errors.TimeoutException,trade-service-5.prod.internal,False,KAFKA,trade-ingestion-service,MUREX,CLOSED,5,2025-08-19T13:11:17.781918,dev-team,Awaiting upstream fix,"org.apache.kafka.common.errors.TimeoutException: Kafka broker not available - timeout after 60000ms
	at com.trading.kafka.ProducerService.publishTrade(ProducerService.java:45)
	at com.trading.service.TradePublisher.publish(TradePublisher.java:23)
	at com.trading.async.AsyncProcessor.process(AsyncProcessor.java:67)
... 12 more",{},25fa0dc5-bc57-4ce4-9229-714a98fd7cff,Increased producer timeout from 120000ms to 60000ms.
44,2025-08-28T11:11:17.781918,trade-processing-topic,Task rejected from ThreadPoolExecutor,EVT-0044,UUID,MODIFY,3,INFRASTRUCTURE,RESOURCE_EXHAUSTION,java.util.concurrent.RejectedExecutionException,trade-service-3.prod.internal,False,KAFKA,trade-ingestion-service,BLOOMBERG,CLOSED,5,2025-08-29T09:11:17.781918,system-auto,Investigating,"java.util.concurrent.RejectedExecutionException: Task rejected from ThreadPoolExecutor
	at com.trading.kafka.ProducerService.publishTrade(ProducerService.java:45)
	at com.trading.service.TradePublisher.publish(TradePublisher.java:23)
	at com.trading.async.AsyncProcessor.process(AsyncProcessor.java:67)",{},b759c715-f4ce-4da2-9a53-10420c8aadac,Implemented backpressure mechanism to slow down message consumption.
45,2025-10-20T10:11:17.781918,trade-processing-topic,Array index value1 exceeds array size value2,EVT-0045,UUID,MODIFY,2,VALIDATION,INVALID_DATA,java.lang.ArrayIndexOutOfBoundsException,trade-service-4.prod.internal,False,KAFKA,trade-validation-service,MUREX,CLOSED,7,2025-10-20T16:11:17.781918,system-auto,Investigating,"java.lang.ArrayIndexOutOfBoundsException: Array index value1 exceeds array size value2
	at com.trading.parser.TradeFieldParser.parseFields(TradeFieldParser.java:78)
	at com.trading.service.TradeIngestionService.ingest(TradeIngestionService.java:45)
	at com.trading.kafka.MessageDeserializer.deserialize(MessageDeserializer.java:67)
... 10 more",{},2c9dc026-acb4-4dd8-9269-6f44e4f72862,Added array length validation before access. Reject messages with insufficient fields.
46,2025-10-27T22:11:17.781918,trade-ingestion-topic,Producer request timeout after 60000ms,EVT-0046,UUID,NEW,3,INFRASTRUCTURE,NETWORK,org.apache.kafka.common.errors.TimeoutException,trade-service-1.prod.internal,False,KAFKA,trade-ingestion-service,BLOOMBERG,CLOSED,4,2025-10-29T06:11:17.781918,ops-team,,"org.apache.kafka.common.errors.TimeoutException: Producer request timeout after 60000ms
	at com.trading.kafka.ProducerService.publishTrade(ProducerService.java:45)
	at com.trading.service.TradePublisher.publish(TradePublisher.java:23)
	at com.trading.async.AsyncProcessor.process(AsyncProcessor.java:67)
... 17 more",{},dca9a158-9530-42a1-86ed-0f0a91834ccf,Kafka cluster was down. Restarted brokers and added monitoring alerts.
47,2025-11-06T13:11:17.781918,trade-processing-topic,Class cast exception: Long cannot be converted to Double,EVT-0047,UUID,MODIFY,2,VALIDATION,TYPE_MISMATCH,java.lang.ClassCastException,trade-service-4.prod.internal,False,KAFKA,trade-ingestion-service,MUREX,CLOSED,3,2025-11-07T03:11:17.781918,dev-team,Awaiting upstream fix,"java.lang.ClassCastException: Class cast exception: Long cannot be converted to Double
	at com.trading.transformer.TradeTransformer.transform(TradeTransformer.java:89)
	at com.trading.service.TradeService.transformTrade(TradeService.java:123)
	at com.trading.processor.TradeProcessor.process(TradeProcessor.java:45)
... 10 more",{},3a824ccb-6543-44f3-84aa-2dc645cd05f1,Upstream changed field type. Updated parser to handle both types and convert.
48,2025-08-19T18:11:17.781918,trade-processing-topic,Thread pool exhausted - cannot accept new tasks,EVT-0048,UUID,MODIFY,3,INFRASTRUCTURE,RESOURCE_EXHAUSTION,java.util.concurrent.RejectedExecutionException,trade-service-4.prod.internal,False,KAFKA,trade-consumer-service,ATLAS,CLOSED,8,2025-08-20T13:11:17.781918,dev-team,,"java.util.concurrent.RejectedExecutionException: Thread pool exhausted - cannot accept new tasks
	at com.trading.kafka.ProducerService.publishTrade(ProducerService.java:45)
	at com.trading.service.TradePublisher.publish(TradePublisher.java:23)
	at com.trading.async.AsyncProcessor.process(AsyncProcessor.java:67)",{},a0db9b8f-e1e1-4a9f-b5a1-8c7ed375ccc6,Implemented backpressure mechanism to slow down message consumption.
49,2025-11-02T07:11:17.781918,trade-validation-topic,Database connection timeout: 10000ms,EVT-0049,UUID,NEW,1,INFRASTRUCTURE,TIMEOUT,java.sql.SQLTimeoutException,trade-service-3.prod.internal,False,KAFKA,trade-consumer-service,ATLAS,CLOSED,10,2025-11-03T08:11:17.781918,ops-team,Investigating,"java.sql.SQLTimeoutException: Database connection timeout: 10000ms
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:197)
	at com.trading.repository.TradeRepository.findById(TradeRepository.java:45)
	at com.trading.service.TradeService.getTrade(TradeService.java:89)
	at com.trading.controller.TradeController.getTradeById(TradeController.java:34)",{},a0ac6b53-3252-4e36-8df2-a49eb5085291,Increased connection pool size from 60000 to 30000 and timeout to 120000ms.
50,2025-10-28T19:11:17.781918,trade-validation-topic,Database connection timeout: 10000ms,EVT-0050,UUID,MODIFY,2,INFRASTRUCTURE,TIMEOUT,java.sql.SQLTimeoutException,trade-service-5.prod.internal,False,KAFKA,trade-consumer-service,BLOOMBERG,CLOSED,7,2025-10-28T20:11:17.781918,system-auto,Escalated to L2,"java.sql.SQLTimeoutException: Database connection timeout: 10000ms
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:197)
	at com.trading.repository.TradeRepository.findById(TradeRepository.java:45)
	at com.trading.service.TradeService.getTrade(TradeService.java:89)
	at com.trading.controller.TradeController.getTradeById(TradeController.java:34)
... 6 more",{},4cb7322f-bb27-484b-92c3-369608041ba6,Added connection pooling and increased timeout to 30000ms.
51,2025-11-13T05:11:17.781918,trade-validation-topic,Connection refused to Redis cache,EVT-0051,UUID,CANCEL,1,INFRASTRUCTURE,CONNECTION_ERROR,redis.clients.jedis.exceptions.JedisConnectionException,trade-service-3.prod.internal,True,KAFKA,trade-ingestion-service,BLOOMBERG,OPEN,2,2025-11-14T23:11:17.781918,dev-team,Escalated to L2,"redis.clients.jedis.exceptions.JedisConnectionException: Connection refused to Redis cache
	at redis.clients.jedis.Connection.connect(Connection.java:89)
	at com.trading.cache.RedisCacheService.get(RedisCacheService.java:34)
	at com.trading.service.ReferenceDataService.getSecurityInfo(ReferenceDataService.java:56)",{},399fee66-cbff-4b35-8bf3-8076179d2ecb,
52,2025-09-03T23:11:17.781918,trade-processing-topic,Redis connection timeout after 60000ms,EVT-0052,UUID,NEW,3,INFRASTRUCTURE,CONNECTION_ERROR,redis.clients.jedis.exceptions.JedisConnectionException,trade-service-3.prod.internal,True,KAFKA,trade-ingestion-service,ATLAS,OPEN,13,2025-09-05T23:11:17.781918,ops-team,Escalated to L2,"redis.clients.jedis.exceptions.JedisConnectionException: Redis connection timeout after 60000ms
	at redis.clients.jedis.Connection.connect(Connection.java:89)
	at com.trading.cache.RedisCacheService.get(RedisCacheService.java:34)
	at com.trading.service.ReferenceDataService.getSecurityInfo(ReferenceDataService.java:56)
... 19 more",{},6866987e-ec59-414b-8c65-c542c4a839df,
53,2025-10-20T04:11:17.781918,trade-validation-topic,Producer request timeout after 60000ms,EVT-0053,UUID,NEW,3,INFRASTRUCTURE,NETWORK,org.apache.kafka.common.errors.TimeoutException,trade-service-1.prod.internal,True,KAFKA,trade-validation-service,ATLAS,OPEN,7,2025-10-20T17:11:17.781918,ops-team,Awaiting upstream fix,"org.apache.kafka.common.errors.TimeoutException: Producer request timeout after 60000ms
	at com.trading.kafka.ProducerService.publishTrade(ProducerService.java:45)
	at com.trading.service.TradePublisher.publish(TradePublisher.java:23)
	at com.trading.async.AsyncProcessor.process(AsyncProcessor.java:67)
... 9 more",{},b5326b89-3851-457b-9d0e-fe37c6ff43bd,
54,2025-10-19T13:11:17.781918,trade-processing-topic,Transaction deadlock - conflicting locks,EVT-0054,UUID,NEW,1,INFRASTRUCTURE,DEADLOCK,org.postgresql.util.PSQLException,trade-service-2.prod.internal,True,KAFKA,trade-consumer-service,BLOOMBERG,OPEN,10,2025-10-20T22:11:17.781918,dev-team,Escalated to L2,"org.postgresql.util.PSQLException: Transaction deadlock - conflicting locks
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:197)
	at com.trading.repository.TradeRepository.findById(TradeRepository.java:45)
	at com.trading.service.TradeService.getTrade(TradeService.java:89)
	at com.trading.controller.TradeController.getTradeById(TradeController.java:34)",{},b2a59672-cd66-4fc1-b181-737bf3f23c72,
55,2025-10-05T02:11:17.781918,trade-validation-topic,Connection to database timed out after 10000ms,EVT-0055,UUID,CANCEL,2,INFRASTRUCTURE,TIMEOUT,java.sql.SQLTimeoutException,trade-service-4.prod.internal,False,KAFKA,trade-validation-service,ATLAS,CLOSED,8,2025-10-06T10:11:17.781918,system-auto,Investigating,"java.sql.SQLTimeoutException: Connection to database timed out after 10000ms
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:197)
	at com.trading.repository.TradeRepository.findById(TradeRepository.java:45)
	at com.trading.service.TradeService.getTrade(TradeService.java:89)
	at com.trading.controller.TradeController.getTradeById(TradeController.java:34)",{},3e23817c-30ca-4fdb-b914-76fcd3bdc494,Increased connection pool size from 30000 to 30000 and timeout to 60000ms.
56,2025-08-19T14:11:17.781918,trade-processing-topic,GC overhead limit exceeded,EVT-0056,UUID,MODIFY,2,INFRASTRUCTURE,MEMORY,java.lang.OutOfMemoryError,trade-service-2.prod.internal,False,KAFKA,trade-validation-service,ATLAS,CLOSED,1,2025-08-20T16:11:17.781918,dev-team,Escalated to L2,"java.lang.OutOfMemoryError: GC overhead limit exceeded
	at com.trading.parser.TradeFieldParser.parseFields(TradeFieldParser.java:78)
	at com.trading.service.TradeIngestionService.ingest(TradeIngestionService.java:45)
	at com.trading.kafka.MessageDeserializer.deserialize(MessageDeserializer.java:67)",{},15494a37-5615-4aae-99ec-1dc8d2c6e540,Memory leak in cache. Fixed cache eviction policy and increased heap to 4GB.
57,2025-10-21T22:11:17.781918,trade-validation-topic,Type mismatch: expected value1 but got value2,EVT-0057,UUID,CANCEL,3,VALIDATION,TYPE_MISMATCH,java.lang.ClassCastException,trade-service-5.prod.internal,False,KAFKA,trade-consumer-service,ATLAS,CLOSED,3,2025-10-23T04:11:17.781918,ops-team,Escalated to L2,"java.lang.ClassCastException: Type mismatch: expected value1 but got value2
	at com.trading.transformer.TradeTransformer.transform(TradeTransformer.java:89)
	at com.trading.service.TradeService.transformTrade(TradeService.java:123)
	at com.trading.processor.TradeProcessor.process(TradeProcessor.java:45)",{},14ed73dc-d7a4-4405-a00e-8c4f777f74d6,Added type checking before cast. Reject messages with incompatible types.
58,2025-09-19T07:11:17.781918,trade-processing-topic,Database connection timeout: 5000ms,EVT-0058,UUID,NEW,3,INFRASTRUCTURE,TIMEOUT,java.sql.SQLTimeoutException,trade-service-3.prod.internal,False,KAFKA,trade-ingestion-service,ATLAS,CLOSED,5,2025-09-19T17:11:17.781918,ops-team,Awaiting upstream fix,"java.sql.SQLTimeoutException: Database connection timeout: 5000ms
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:197)
	at com.trading.repository.TradeRepository.findById(TradeRepository.java:45)
	at com.trading.service.TradeService.getTrade(TradeService.java:89)
	at com.trading.controller.TradeController.getTradeById(TradeController.java:34)
... 10 more",{},ffcdcfa1-082e-400a-b63e-696aeeb209a1,Optimized query performance. Reduced execution time from 120000ms to 120000ms.
59,2025-10-25T09:11:17.781918,trade-validation-topic,Null pointer accessing field trade.amount,EVT-0059,UUID,NEW,3,VALIDATION,NULL_VALUE,java.lang.NullPointerException,trade-service-5.prod.internal,True,KAFKA,trade-validation-service,MUREX,OPEN,3,2025-10-25T14:11:17.781918,dev-team,Escalated to L2,"java.lang.NullPointerException: Null pointer accessing field trade.amount
	at com.trading.validation.TradeValidator.validate(TradeValidator.java:45)
	at com.trading.service.TradeService.processTrade(TradeService.java:67)
	at com.trading.kafka.MessageHandler.handleMessage(MessageHandler.java:34)
	at com.trading.kafka.KafkaConsumer.poll(KafkaConsumer.java:89)
... 18 more",{},db598101-7d56-409b-acdd-5f8599405b19,
60,2025-08-19T17:11:17.781918,trade-validation-topic,Database connection timeout: 10000ms,EVT-0060,UUID,CANCEL,1,INFRASTRUCTURE,TIMEOUT,java.sql.SQLTimeoutException,trade-service-2.prod.internal,False,KAFKA,trade-ingestion-service,MUREX,CLOSED,5,2025-08-21T15:11:17.781918,dev-team,,"java.sql.SQLTimeoutException: Database connection timeout: 10000ms
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:197)
	at com.trading.repository.TradeRepository.findById(TradeRepository.java:45)
	at com.trading.service.TradeService.getTrade(TradeService.java:89)
	at com.trading.controller.TradeController.getTradeById(TradeController.java:34)
... 18 more",{},9a604b78-bd95-48e9-b763-f8004d8d4340,Optimized query performance. Reduced execution time from 60000ms to 120000ms.
61,2025-11-12T03:11:17.781918,trade-validation-topic,Index 5 out of bounds for length 2,EVT-0061,UUID,NEW,2,VALIDATION,INVALID_DATA,java.lang.ArrayIndexOutOfBoundsException,trade-service-1.prod.internal,False,KAFKA,trade-ingestion-service,BLOOMBERG,CLOSED,2,2025-11-12T13:11:17.781918,ops-team,Escalated to L2,"java.lang.ArrayIndexOutOfBoundsException: Index 5 out of bounds for length 2
	at com.trading.parser.TradeFieldParser.parseFields(TradeFieldParser.java:78)
	at com.trading.service.TradeIngestionService.ingest(TradeIngestionService.java:45)
	at com.trading.kafka.MessageDeserializer.deserialize(MessageDeserializer.java:67)",{},7080da78-171a-4d18-a54c-90de9575d100,Updated parser to handle variable-length arrays from upstream.
62,2025-09-23T06:11:17.781918,trade-validation-topic,Type mismatch: expected value1 but got value2,EVT-0062,UUID,NEW,1,VALIDATION,TYPE_MISMATCH,java.lang.ClassCastException,trade-service-3.prod.internal,True,KAFKA,trade-consumer-service,BLOOMBERG,OPEN,19,2025-09-23T08:11:17.781918,dev-team,Awaiting upstream fix,"java.lang.ClassCastException: Type mismatch: expected value1 but got value2
	at com.trading.transformer.TradeTransformer.transform(TradeTransformer.java:89)
	at com.trading.service.TradeService.transformTrade(TradeService.java:123)
	at com.trading.processor.TradeProcessor.process(TradeProcessor.java:45)",{},1bbb3381-ed23-4061-bef1-8de0ba017b09,
63,2025-08-21T18:11:17.781918,trade-processing-topic,Cannot deserialize JSON - unexpected token,EVT-0063,UUID,MODIFY,1,VALIDATION,INVALID_FORMAT,com.fasterxml.jackson.core.JsonParseException,trade-service-1.prod.internal,True,KAFKA,trade-validation-service,BLOOMBERG,OPEN,6,2025-08-23T02:11:17.781918,system-auto,Escalated to L2,"com.fasterxml.jackson.core.JsonParseException: Cannot deserialize JSON - unexpected token
	at com.trading.parser.TradeFieldParser.parseFields(TradeFieldParser.java:78)
	at com.trading.service.TradeIngestionService.ingest(TradeIngestionService.java:45)
	at com.trading.kafka.MessageDeserializer.deserialize(MessageDeserializer.java:67)
... 7 more",{},32da6318-ae0a-4171-86d0-616ab8638b6a,
64,2025-09-21T11:11:17.781918,trade-ingestion-topic,Object reference not set for counterparty,EVT-0064,UUID,MODIFY,3,VALIDATION,NULL_VALUE,java.lang.NullPointerException,trade-service-5.prod.internal,False,KAFKA,trade-ingestion-service,MUREX,CLOSED,2,2025-09-22T01:11:17.781918,system-auto,,"java.lang.NullPointerException: Object reference not set for counterparty
	at com.trading.validation.TradeValidator.validate(TradeValidator.java:45)
	at com.trading.service.TradeService.processTrade(TradeService.java:67)
	at com.trading.kafka.MessageHandler.handleMessage(MessageHandler.java:34)
	at com.trading.kafka.KafkaConsumer.poll(KafkaConsumer.java:89)
... 16 more",{},e5f8aba4-7b54-4fcd-8186-1392480e2dd6,Added null check before accessing parameter. Reject message if object is null.
65,2025-09-28T18:11:17.781918,trade-processing-topic,Kafka broker not available - timeout after 30000ms,EVT-0065,UUID,NEW,1,INFRASTRUCTURE,NETWORK,org.apache.kafka.common.errors.TimeoutException,trade-service-3.prod.internal,False,KAFKA,trade-consumer-service,BLOOMBERG,CLOSED,6,2025-09-29T10:11:17.781918,system-auto,Investigating,"org.apache.kafka.common.errors.TimeoutException: Kafka broker not available - timeout after 30000ms
	at com.trading.kafka.ProducerService.publishTrade(ProducerService.java:45)
	at com.trading.service.TradePublisher.publish(TradePublisher.java:23)
	at com.trading.async.AsyncProcessor.process(AsyncProcessor.java:67)",{},daf141af-f94c-443e-8a2b-c9dcccf1a45d,Increased producer timeout from 60000ms to 60000ms.
66,2025-11-09T10:11:17.781918,trade-processing-topic,Kafka broker not available - timeout after 30000ms,EVT-0066,UUID,MODIFY,2,INFRASTRUCTURE,NETWORK,org.apache.kafka.common.errors.TimeoutException,trade-service-2.prod.internal,False,KAFKA,trade-ingestion-service,BLOOMBERG,CLOSED,2,2025-11-10T09:11:17.781918,dev-team,,"org.apache.kafka.common.errors.TimeoutException: Kafka broker not available - timeout after 30000ms
	at com.trading.kafka.ProducerService.publishTrade(ProducerService.java:45)
	at com.trading.service.TradePublisher.publish(TradePublisher.java:23)
	at com.trading.async.AsyncProcessor.process(AsyncProcessor.java:67)",{},74827647-2203-4a40-ad3a-327c0b1c754b,Increased producer timeout from 120000ms to 120000ms.
67,2025-09-26T21:11:17.781918,trade-ingestion-topic,Query execution exceeded timeout of 30000ms,EVT-0067,UUID,MODIFY,2,INFRASTRUCTURE,TIMEOUT,java.sql.SQLTimeoutException,trade-service-5.prod.internal,True,KAFKA,trade-ingestion-service,ATLAS,OPEN,14,2025-09-28T12:11:17.781918,dev-team,Awaiting upstream fix,"java.sql.SQLTimeoutException: Query execution exceeded timeout of 30000ms
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:197)
	at com.trading.repository.TradeRepository.findById(TradeRepository.java:45)
	at com.trading.service.TradeService.getTrade(TradeService.java:89)
	at com.trading.controller.TradeController.getTradeById(TradeController.java:34)",{},2c39c01d-8080-4d5a-8df5-a2fc4b2aaab7,
68,2025-09-22T10:11:17.781918,trade-validation-topic,GC overhead limit exceeded,EVT-0068,UUID,NEW,1,INFRASTRUCTURE,MEMORY,java.lang.OutOfMemoryError,trade-service-5.prod.internal,True,KAFKA,trade-validation-service,BLOOMBERG,OPEN,5,2025-09-24T08:11:17.781918,system-auto,Escalated to L2,"java.lang.OutOfMemoryError: GC overhead limit exceeded
	at com.trading.parser.TradeFieldParser.parseFields(TradeFieldParser.java:78)
	at com.trading.service.TradeIngestionService.ingest(TradeIngestionService.java:45)
	at com.trading.kafka.MessageDeserializer.deserialize(MessageDeserializer.java:67)",{},a0ca3d38-e8d7-4a49-9108-7821fb79f42b,
69,2025-08-17T19:11:17.781918,trade-processing-topic,Cannot invoke trade.quantity on null object,EVT-0069,UUID,NEW,2,VALIDATION,NULL_VALUE,java.lang.NullPointerException,trade-service-1.prod.internal,False,KAFKA,trade-consumer-service,MUREX,CLOSED,5,2025-08-18T12:11:17.781918,ops-team,Awaiting upstream fix,"java.lang.NullPointerException: Cannot invoke trade.quantity on null object
	at com.trading.validation.TradeValidator.validate(TradeValidator.java:45)
	at com.trading.service.TradeService.processTrade(TradeService.java:67)
	at com.trading.kafka.MessageHandler.handleMessage(MessageHandler.java:34)
	at com.trading.kafka.KafkaConsumer.poll(KafkaConsumer.java:89)",{},720771e7-e322-4d5f-ac63-79868d2d1973,Fixed by validating value is not null before processing.
70,2025-10-20T02:11:17.781918,trade-ingestion-topic,Class cast exception: String cannot be converted to Integer,EVT-0070,UUID,CANCEL,3,VALIDATION,TYPE_MISMATCH,java.lang.ClassCastException,trade-service-1.prod.internal,False,KAFKA,trade-consumer-service,ATLAS,CLOSED,3,2025-10-21T04:11:17.781918,system-auto,Investigating,"java.lang.ClassCastException: Class cast exception: String cannot be converted to Integer
	at com.trading.transformer.TradeTransformer.transform(TradeTransformer.java:89)
	at com.trading.service.TradeService.transformTrade(TradeService.java:123)
	at com.trading.processor.TradeProcessor.process(TradeProcessor.java:45)
... 13 more",{},41b1743e-6d46-4e22-bd9b-3d1a2d387050,Fixed type conversion in transformer. Now handles both parameter and field.
71,2025-10-20T09:11:17.781918,trade-processing-topic,Query execution exceeded timeout of 10000ms,EVT-0071,UUID,MODIFY,2,INFRASTRUCTURE,TIMEOUT,java.sql.SQLTimeoutException,trade-service-1.prod.internal,False,KAFKA,trade-ingestion-service,BLOOMBERG,CLOSED,7,2025-10-22T08:11:17.781918,system-auto,,"java.sql.SQLTimeoutException: Query execution exceeded timeout of 10000ms
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:197)
	at com.trading.repository.TradeRepository.findById(TradeRepository.java:45)
	at com.trading.service.TradeService.getTrade(TradeService.java:89)
	at com.trading.controller.TradeController.getTradeById(TradeController.java:34)
... 10 more",{},821e15c8-a7c1-41dc-9e15-58079025dcc8,Increased connection pool size from 60000 to 120000 and timeout to 60000ms.
72,2025-08-31T00:11:17.781918,trade-ingestion-topic,Malformed JSON at line settlement.date,EVT-0072,UUID,MODIFY,1,VALIDATION,INVALID_FORMAT,com.fasterxml.jackson.core.JsonParseException,trade-service-2.prod.internal,False,KAFKA,trade-ingestion-service,BLOOMBERG,CLOSED,8,2025-08-31T08:11:17.781918,system-auto,,"com.fasterxml.jackson.core.JsonParseException: Malformed JSON at line settlement.date
	at com.trading.parser.TradeFieldParser.parseFields(TradeFieldParser.java:78)
	at com.trading.service.TradeIngestionService.ingest(TradeIngestionService.java:45)
	at com.trading.kafka.MessageDeserializer.deserialize(MessageDeserializer.java:67)",{},0e3229d9-9626-4c4b-afb8-49db3c3d583f,Updated parser to handle additional JSON formats from upstream.
73,2025-10-10T08:11:17.781918,trade-ingestion-topic,Null pointer accessing field settlement.date,EVT-0073,UUID,NEW,2,VALIDATION,NULL_VALUE,java.lang.NullPointerException,trade-service-4.prod.internal,False,KAFKA,trade-ingestion-service,ATLAS,CLOSED,10,2025-10-11T14:11:17.781918,ops-team,Awaiting upstream fix,"java.lang.NullPointerException: Null pointer accessing field settlement.date
	at com.trading.validation.TradeValidator.validate(TradeValidator.java:45)
	at com.trading.service.TradeService.processTrade(TradeService.java:67)
	at com.trading.kafka.MessageHandler.handleMessage(MessageHandler.java:34)
	at com.trading.kafka.KafkaConsumer.poll(KafkaConsumer.java:89)
... 14 more",{},c7d8338f-c452-43fb-97cb-533e9d6171c1,Added defensive null checks in field validation.
74,2025-10-28T01:11:17.781918,trade-processing-topic,OutOfMemoryError: unable to allocate 2097152 bytes,EVT-0074,UUID,CANCEL,1,INFRASTRUCTURE,MEMORY,java.lang.OutOfMemoryError,trade-service-5.prod.internal,False,KAFKA,trade-consumer-service,MUREX,CLOSED,5,2025-10-28T22:11:17.781918,system-auto,Escalated to L2,"java.lang.OutOfMemoryError: OutOfMemoryError: unable to allocate 2097152 bytes
	at com.trading.parser.TradeFieldParser.parseFields(TradeFieldParser.java:78)
	at com.trading.service.TradeIngestionService.ingest(TradeIngestionService.java:45)
	at com.trading.kafka.MessageDeserializer.deserialize(MessageDeserializer.java:67)",{},9c6d9fc1-9547-4dbb-88b5-205c215fb2f3,Optimized object creation. Reduced memory usage by 50%.
